verdi,tidsforskyvning,referansetid
0.4,PT6H,2024-06-18T00:00:00.000Z
1.1,PT18H,2024-06-19T00:00:00.000Z
0.6,PT6H,2024-06-19T00:00:00.000Z
2.1,PT18H,2024-06-20T00:00:00.000Z
2.4,PT6H,2024-06-20T00:00:00.000Z
5.0,PT18H,2024-06-21T00:00:00.000Z
5.0,PT6H,2024-06-21T00:00:00.000Z
0.3,PT18H,2024-06-22T00:00:00.000Z
0.5,PT6H,2024-06-22T00:00:00.000Z
0.1,PT18H,2024-06-23T00:00:00.000Z
0.0,PT6H,2024-06-23T00:00:00.000Z
4.2,PT18H,2024-06-24T00:00:00.000Z
4.3,PT6H,2024-06-24T00:00:00.000Z
9.6,PT18H,2024-06-25T00:00:00.000Z
0.0,PT6H,2024-06-25T00:00:00.000Z
0.4,PT18H,2024-06-26T00:00:00.000Z
9.9,PT6H,2024-06-26T00:00:00.000Z
0.0,PT18H,2024-06-27T00:00:00.000Z
0.1,PT6H,2024-06-27T00:00:00.000Z
0.0,PT18H,2024-06-28T00:00:00.000Z
0.0,PT6H,2024-06-28T00:00:00.000Z
0.2,PT18H,2024-06-29T00:00:00.000Z
0.0,PT6H,2024-06-29T00:00:00.000Z
0.0,PT18H,2024-06-30T00:00:00.000Z
0.2,PT6H,2024-06-30T00:00:00.000Z
0.0,PT18H,2024-07-01T00:00:00.000Z
0.0,PT6H,2024-07-01T00:00:00.000Z
0.0,PT18H,2024-07-02T00:00:00.000Z
0.0,PT6H,2024-07-02T00:00:00.000Z
1.2,PT18H,2024-07-03T00:00:00.000Z
1.2,PT6H,2024-07-03T00:00:00.000Z
0.0,PT18H,2024-07-04T00:00:00.000Z
0.0,PT6H,2024-07-04T00:00:00.000Z
0.0,PT18H,2024-07-05T00:00:00.000Z
0.0,PT6H,2024-07-05T00:00:00.000Z
9.9,PT18H,2024-07-06T00:00:00.000Z
0.5,PT6H,2024-07-06T00:00:00.000Z
3.9,PT18H,2024-07-07T00:00:00.000Z
12.2,PT6H,2024-07-07T00:00:00.000Z
0.7,PT18H,2024-07-08T00:00:00.000Z
1.8,PT6H,2024-07-08T00:00:00.000Z
1.1,PT18H,2024-07-09T00:00:00.000Z
0.5,PT6H,2024-07-09T00:00:00.000Z
0.0,PT18H,2024-07-10T00:00:00.000Z
0.6,PT6H,2024-07-10T00:00:00.000Z
1.9,PT18H,2024-07-11T00:00:00.000Z
0.0,PT6H,2024-07-11T00:00:00.000Z
0.8,PT18H,2024-07-12T00:00:00.000Z
2.6,PT6H,2024-07-12T00:00:00.000Z
0.1,PT18H,2024-07-13T00:00:00.000Z
0.2,PT6H,2024-07-13T00:00:00.000Z
0.0,PT18H,2024-07-14T00:00:00.000Z
0.0,PT6H,2024-07-14T00:00:00.000Z
0.0,PT18H,2024-07-15T00:00:00.000Z
0.0,PT6H,2024-07-15T00:00:00.000Z
0.0,PT18H,2024-07-16T00:00:00.000Z
0.0,PT6H,2024-07-16T00:00:00.000Z
0.0,PT18H,2024-07-17T00:00:00.000Z
0.0,PT6H,2024-07-17T00:00:00.000Z
0.0,PT18H,2024-07-18T00:00:00.000Z
0.0,PT6H,2024-07-18T00:00:00.000Z
0.0,PT18H,2024-07-19T00:00:00.000Z
0.0,PT6H,2024-07-19T00:00:00.000Z
0.0,PT18H,2024-07-20T00:00:00.000Z
0.0,PT6H,2024-07-20T00:00:00.000Z
0.0,PT18H,2024-07-21T00:00:00.000Z
0.0,PT6H,2024-07-21T00:00:00.000Z
0.0,PT18H,2024-07-22T00:00:00.000Z
0.0,PT6H,2024-07-22T00:00:00.000Z
2.8,PT18H,2024-07-23T00:00:00.000Z
0.0,PT6H,2024-07-23T00:00:00.000Z
7.2,PT18H,2024-07-24T00:00:00.000Z
5.1,PT6H,2024-07-24T00:00:00.000Z
0.0,PT18H,2024-07-25T00:00:00.000Z
4.9,PT6H,2024-07-25T00:00:00.000Z
0.2,PT18H,2024-07-26T00:00:00.000Z
0.0,PT6H,2024-07-26T00:00:00.000Z
0.6,PT18H,2024-07-27T00:00:00.000Z
0.2,PT6H,2024-07-27T00:00:00.000Z
3.7,PT18H,2024-07-28T00:00:00.000Z
2.3,PT6H,2024-07-28T00:00:00.000Z
0.0,PT18H,2024-07-29T00:00:00.000Z
2.0,PT6H,2024-07-29T00:00:00.000Z
0.0,PT18H,2024-07-30T00:00:00.000Z
0.0,PT6H,2024-07-30T00:00:00.000Z
0.0,PT18H,2024-07-31T00:00:00.000Z
0.0,PT6H,2024-07-31T00:00:00.000Z
1.0,PT18H,2024-08-01T00:00:00.000Z
0.0,PT6H,2024-08-01T00:00:00.000Z
0.0,PT18H,2024-08-02T00:00:00.000Z
1.0,PT6H,2024-08-02T00:00:00.000Z
0.0,PT18H,2024-08-03T00:00:00.000Z
0.0,PT6H,2024-08-03T00:00:00.000Z
0.0,PT18H,2024-08-04T00:00:00.000Z
0.0,PT6H,2024-08-04T00:00:00.000Z
0.0,PT18H,2024-08-05T00:00:00.000Z
0.0,PT6H,2024-08-05T00:00:00.000Z
0.0,PT18H,2024-08-06T00:00:00.000Z
0.0,PT6H,2024-08-06T00:00:00.000Z
0.0,PT18H,2024-08-07T00:00:00.000Z
0.0,PT6H,2024-08-07T00:00:00.000Z
0.0,PT18H,2024-08-08T00:00:00.000Z
0.0,PT6H,2024-08-08T00:00:00.000Z
4.9,PT18H,2024-08-09T00:00:00.000Z
0.2,PT6H,2024-08-09T00:00:00.000Z
0.4,PT18H,2024-08-10T00:00:00.000Z
5.1,PT6H,2024-08-10T00:00:00.000Z
0.0,PT18H,2024-08-11T00:00:00.000Z
0.0,PT6H,2024-08-11T00:00:00.000Z
2.8,PT18H,2024-08-12T00:00:00.000Z
0.0,PT6H,2024-08-12T00:00:00.000Z
0.1,PT18H,2024-08-13T00:00:00.000Z
2.9,PT6H,2024-08-13T00:00:00.000Z
0.0,PT18H,2024-08-14T00:00:00.000Z
0.0,PT6H,2024-08-14T00:00:00.000Z
4.0,PT18H,2024-08-15T00:00:00.000Z
0.9,PT6H,2024-08-15T00:00:00.000Z
24.7,PT18H,2024-08-16T00:00:00.000Z
3.1,PT6H,2024-08-16T00:00:00.000Z
0.1,PT18H,2024-08-17T00:00:00.000Z
24.8,PT6H,2024-08-17T00:00:00.000Z
0.0,PT18H,2024-08-18T00:00:00.000Z
0.0,PT6H,2024-08-18T00:00:00.000Z
19.6,PT18H,2024-08-19T00:00:00.000Z
7.1,PT6H,2024-08-19T00:00:00.000Z
0.3,PT18H,2024-08-20T00:00:00.000Z
12.8,PT6H,2024-08-20T00:00:00.000Z
0.1,PT18H,2024-08-21T00:00:00.000Z
0.0,PT6H,2024-08-21T00:00:00.000Z
14.6,PT18H,2024-08-22T00:00:00.000Z
14.7,PT6H,2024-08-22T00:00:00.000Z
0.2,PT18H,2024-08-23T00:00:00.000Z
0.0,PT6H,2024-08-23T00:00:00.000Z
6.2,PT18H,2024-08-24T00:00:00.000Z
0.2,PT6H,2024-08-24T00:00:00.000Z
2.1,PT18H,2024-08-25T00:00:00.000Z
8.2,PT6H,2024-08-25T00:00:00.000Z
1.0,PT18H,2024-08-26T00:00:00.000Z
0.2,PT6H,2024-08-26T00:00:00.000Z
21.1,PT18H,2024-08-27T00:00:00.000Z
4.8,PT6H,2024-08-27T00:00:00.000Z
9.6,PT18H,2024-08-28T00:00:00.000Z
21.6,PT6H,2024-08-28T00:00:00.000Z
2.4,PT18H,2024-08-29T00:00:00.000Z
7.6,PT6H,2024-08-29T00:00:00.000Z
5.6,PT18H,2024-08-30T00:00:00.000Z
0.0,PT6H,2024-08-30T00:00:00.000Z
0.2,PT18H,2024-08-31T00:00:00.000Z
5.8,PT6H,2024-08-31T00:00:00.000Z
0.0,PT18H,2024-09-01T00:00:00.000Z
0.2,PT6H,2024-09-01T00:00:00.000Z
0.0,PT18H,2024-09-02T00:00:00.000Z
0.0,PT6H,2024-09-02T00:00:00.000Z
0.0,PT18H,2024-09-03T00:00:00.000Z
0.0,PT6H,2024-09-03T00:00:00.000Z
1.0,PT18H,2024-09-04T00:00:00.000Z
1.0,PT6H,2024-09-04T00:00:00.000Z
0.2,PT18H,2024-09-05T00:00:00.000Z
0.2,PT6H,2024-09-05T00:00:00.000Z
0.0,PT18H,2024-09-06T00:00:00.000Z
0.0,PT6H,2024-09-06T00:00:00.000Z
7.7,PT18H,2024-09-07T00:00:00.000Z
0.3,PT6H,2024-09-07T00:00:00.000Z
1.7,PT18H,2024-09-08T00:00:00.000Z
7.4,PT6H,2024-09-08T00:00:00.000Z
0.0,PT18H,2024-09-09T00:00:00.000Z
1.7,PT6H,2024-09-09T00:00:00.000Z
0.3,PT18H,2024-09-10T00:00:00.000Z
0.0,PT6H,2024-09-10T00:00:00.000Z
0.0,PT18H,2024-09-11T00:00:00.000Z
0.3,PT6H,2024-09-11T00:00:00.000Z
0.0,PT18H,2024-09-12T00:00:00.000Z
0.0,PT6H,2024-09-12T00:00:00.000Z
0.0,PT18H,2024-09-13T00:00:00.000Z
0.0,PT6H,2024-09-13T00:00:00.000Z
0.0,PT18H,2024-09-14T00:00:00.000Z
0.0,PT6H,2024-09-14T00:00:00.000Z
0.0,PT18H,2024-09-15T00:00:00.000Z
0.0,PT6H,2024-09-15T00:00:00.000Z
0.5,PT18H,2024-09-16T00:00:00.000Z
0.0,PT6H,2024-09-16T00:00:00.000Z
0.0,PT18H,2024-09-17T00:00:00.000Z
0.5,PT6H,2024-09-17T00:00:00.000Z
8.8,PT18H,2024-09-18T00:00:00.000Z
6.6,PT6H,2024-09-18T00:00:00.000Z
13.6,PT18H,2024-09-19T00:00:00.000Z
11.9,PT6H,2024-09-19T00:00:00.000Z
15.1,PT18H,2024-09-20T00:00:00.000Z
11.3,PT6H,2024-09-20T00:00:00.000Z
3.8,PT18H,2024-09-21T00:00:00.000Z
11.5,PT6H,2024-09-21T00:00:00.000Z
10.1,PT18H,2024-09-22T00:00:00.000Z
11.8,PT6H,2024-09-22T00:00:00.000Z
0.0,PT18H,2024-09-23T00:00:00.000Z
2.1,PT6H,2024-09-23T00:00:00.000Z
2.8,PT18H,2024-09-24T00:00:00.000Z
0.1,PT6H,2024-09-24T00:00:00.000Z
1.0,PT18H,2024-09-25T00:00:00.000Z
3.7,PT6H,2024-09-25T00:00:00.000Z
2.9,PT18H,2024-09-26T00:00:00.000Z
0.0,PT6H,2024-09-26T00:00:00.000Z
1.8,PT18H,2024-09-27T00:00:00.000Z
4.7,PT6H,2024-09-27T00:00:00.000Z
0.0,PT18H,2024-09-28T00:00:00.000Z
0.0,PT6H,2024-09-28T00:00:00.000Z
6.6,PT18H,2024-09-29T00:00:00.000Z
0.0,PT6H,2024-09-29T00:00:00.000Z
7.7,PT18H,2024-09-30T00:00:00.000Z
10.8,PT6H,2024-09-30T00:00:00.000Z
6.2,PT18H,2024-10-01T00:00:00.000Z
4.4,PT6H,2024-10-01T00:00:00.000Z
3.6,PT18H,2024-10-02T00:00:00.000Z
8.1,PT6H,2024-10-02T00:00:00.000Z
5.7,PT18H,2024-10-03T00:00:00.000Z
0.8,PT6H,2024-10-03T00:00:00.000Z
14.7,PT18H,2024-10-04T00:00:00.000Z
14.4,PT6H,2024-10-04T00:00:00.000Z
15.6,PT18H,2024-10-05T00:00:00.000Z
15.3,PT6H,2024-10-05T00:00:00.000Z
0.4,PT18H,2024-10-06T00:00:00.000Z
6.7,PT6H,2024-10-06T00:00:00.000Z
0.5,PT18H,2024-10-07T00:00:00.000Z
0.5,PT6H,2024-10-07T00:00:00.000Z
0.1,PT18H,2024-10-08T00:00:00.000Z
0.0,PT6H,2024-10-08T00:00:00.000Z
1.1,PT18H,2024-10-09T00:00:00.000Z
1.0,PT6H,2024-10-09T00:00:00.000Z
0.2,PT18H,2024-10-10T00:00:00.000Z
0.2,PT6H,2024-10-10T00:00:00.000Z
13.6,PT18H,2024-10-11T00:00:00.000Z
6.1,PT6H,2024-10-11T00:00:00.000Z
0.0,PT18H,2024-10-12T00:00:00.000Z
7.7,PT6H,2024-10-12T00:00:00.000Z
0.1,PT18H,2024-10-13T00:00:00.000Z
0.0,PT6H,2024-10-13T00:00:00.000Z
0.1,PT18H,2024-10-14T00:00:00.000Z
0.1,PT6H,2024-10-14T00:00:00.000Z
6.8,PT18H,2024-10-15T00:00:00.000Z
2.6,PT6H,2024-10-15T00:00:00.000Z
7.9,PT18H,2024-10-16T00:00:00.000Z
5.1,PT6H,2024-10-16T00:00:00.000Z
1.3,PT18H,2024-10-17T00:00:00.000Z
8.3,PT6H,2024-10-17T00:00:00.000Z
3.1,PT18H,2024-10-18T00:00:00.000Z
0.7,PT6H,2024-10-18T00:00:00.000Z
0.8,PT18H,2024-10-19T00:00:00.000Z
3.0,PT6H,2024-10-19T00:00:00.000Z
0.2,PT18H,2024-10-20T00:00:00.000Z
0.3,PT6H,2024-10-20T00:00:00.000Z
1.1,PT18H,2024-10-21T00:00:00.000Z
0.3,PT6H,2024-10-21T00:00:00.000Z
3.7,PT18H,2024-10-22T00:00:00.000Z
4.2,PT6H,2024-10-22T00:00:00.000Z
0.3,PT18H,2024-10-23T00:00:00.000Z
0.8,PT6H,2024-10-23T00:00:00.000Z
4.9,PT18H,2024-10-24T00:00:00.000Z
3.7,PT6H,2024-10-24T00:00:00.000Z
12.8,PT18H,2024-10-25T00:00:00.000Z
9.8,PT6H,2024-10-25T00:00:00.000Z
1.8,PT18H,2024-10-26T00:00:00.000Z
6.3,PT6H,2024-10-26T00:00:00.000Z
1.6,PT18H,2024-10-27T00:00:00.000Z
0.0,PT6H,2024-10-27T00:00:00.000Z
9.3,PT18H,2024-10-28T00:00:00.000Z
3.0,PT6H,2024-10-28T00:00:00.000Z
10.5,PT18H,2024-10-29T00:00:00.000Z
15.2,PT6H,2024-10-29T00:00:00.000Z
7.2,PT18H,2024-10-30T00:00:00.000Z
7.1,PT6H,2024-10-30T00:00:00.000Z
6.2,PT18H,2024-10-31T00:00:00.000Z
6.7,PT6H,2024-10-31T00:00:00.000Z
0.0,PT18H,2024-11-01T00:00:00.000Z
2.8,PT6H,2024-11-01T00:00:00.000Z
23.9,PT18H,2024-11-02T00:00:00.000Z
14.9,PT6H,2024-11-02T00:00:00.000Z
14.1,PT18H,2024-11-03T00:00:00.000Z
15.2,PT6H,2024-11-03T00:00:00.000Z
16.7,PT18H,2024-11-04T00:00:00.000Z
22.6,PT6H,2024-11-04T00:00:00.000Z
10.4,PT18H,2024-11-05T00:00:00.000Z
9.0,PT6H,2024-11-05T00:00:00.000Z
13.9,PT18H,2024-11-06T00:00:00.000Z
8.5,PT6H,2024-11-06T00:00:00.000Z
4.3,PT18H,2024-11-07T00:00:00.000Z
11.9,PT6H,2024-11-07T00:00:00.000Z
21.7,PT18H,2024-11-08T00:00:00.000Z
17.3,PT6H,2024-11-08T00:00:00.000Z
13.7,PT18H,2024-11-09T00:00:00.000Z
15.4,PT6H,2024-11-09T00:00:00.000Z
0.6,PT18H,2024-11-10T00:00:00.000Z
4.5,PT6H,2024-11-10T00:00:00.000Z
0.5,PT18H,2024-11-11T00:00:00.000Z
0.0,PT6H,2024-11-11T00:00:00.000Z
2.7,PT18H,2024-11-12T00:00:00.000Z
1.6,PT6H,2024-11-12T00:00:00.000Z
13.7,PT18H,2024-11-13T00:00:00.000Z
4.8,PT6H,2024-11-13T00:00:00.000Z
27.1,PT18H,2024-11-14T00:00:00.000Z
25.9,PT6H,2024-11-14T00:00:00.000Z
20.2,PT18H,2024-11-15T00:00:00.000Z
19.9,PT6H,2024-11-15T00:00:00.000Z
14.6,PT18H,2024-11-16T00:00:00.000Z
20.4,PT6H,2024-11-16T00:00:00.000Z
13.9,PT18H,2024-11-17T00:00:00.000Z
8.4,PT6H,2024-11-17T00:00:00.000Z
19.7,PT18H,2024-11-18T00:00:00.000Z
31.3,PT6H,2024-11-18T00:00:00.000Z
0.0,PT18H,2024-11-19T00:00:00.000Z
0.1,PT6H,2024-11-19T00:00:00.000Z
0.0,PT18H,2024-11-20T00:00:00.000Z
0.0,PT6H,2024-11-20T00:00:00.000Z
0.0,PT18H,2024-11-21T00:00:00.000Z
0.0,PT6H,2024-11-21T00:00:00.000Z
4.3,PT18H,2024-11-22T00:00:00.000Z
0.2,PT6H,2024-11-22T00:00:00.000Z
30.8,PT18H,2024-11-23T00:00:00.000Z
15.6,PT6H,2024-11-23T00:00:00.000Z
14.0,PT18H,2024-11-24T00:00:00.000Z
29.2,PT6H,2024-11-24T00:00:00.000Z
1.0,PT18H,2024-11-25T00:00:00.000Z
4.4,PT6H,2024-11-25T00:00:00.000Z
3.2,PT18H,2024-11-26T00:00:00.000Z
1.3,PT6H,2024-11-26T00:00:00.000Z
4.7,PT18H,2024-11-27T00:00:00.000Z
6.9,PT6H,2024-11-27T00:00:00.000Z
0.0,PT18H,2024-11-28T00:00:00.000Z
0.4,PT6H,2024-11-28T00:00:00.000Z
25.9,PT18H,2024-11-29T00:00:00.000Z
5.3,PT6H,2024-11-29T00:00:00.000Z
8.2,PT18H,2024-11-30T00:00:00.000Z
24.4,PT6H,2024-11-30T00:00:00.000Z
0.8,PT18H,2024-12-01T00:00:00.000Z
5.2,PT6H,2024-12-01T00:00:00.000Z
20.8,PT18H,2024-12-02T00:00:00.000Z
14.5,PT6H,2024-12-02T00:00:00.000Z
10.4,PT18H,2024-12-03T00:00:00.000Z
11.3,PT6H,2024-12-03T00:00:00.000Z
8.3,PT18H,2024-12-04T00:00:00.000Z
14.4,PT6H,2024-12-04T00:00:00.000Z
0.2,PT18H,2024-12-05T00:00:00.000Z
0.3,PT6H,2024-12-05T00:00:00.000Z
0.0,PT18H,2024-12-06T00:00:00.000Z
0.0,PT6H,2024-12-06T00:00:00.000Z
0.3,PT18H,2024-12-07T00:00:00.000Z
0.2,PT6H,2024-12-07T00:00:00.000Z
6.8,PT18H,2024-12-08T00:00:00.000Z
0.2,PT6H,2024-12-08T00:00:00.000Z
11.2,PT18H,2024-12-09T00:00:00.000Z
9.9,PT6H,2024-12-09T00:00:00.000Z
25.0,PT18H,2024-12-10T00:00:00.000Z
26.0,PT6H,2024-12-10T00:00:00.000Z
14.4,PT18H,2024-12-11T00:00:00.000Z
17.0,PT6H,2024-12-11T00:00:00.000Z
12.4,PT18H,2024-12-12T00:00:00.000Z
13.5,PT6H,2024-12-12T00:00:00.000Z
0.0,PT18H,2024-12-13T00:00:00.000Z
3.3,PT6H,2024-12-13T00:00:00.000Z
0.0,PT18H,2024-12-14T00:00:00.000Z
0.0,PT6H,2024-12-14T00:00:00.000Z
0.8,PT18H,2024-12-15T00:00:00.000Z
0.2,PT6H,2024-12-15T00:00:00.000Z
1.0,PT18H,2024-12-16T00:00:00.000Z
1.6,PT6H,2024-12-16T00:00:00.000Z
1.8,PT18H,2024-12-17T00:00:00.000Z
1.5,PT6H,2024-12-17T00:00:00.000Z
0.0,PT18H,2024-12-18T00:00:00.000Z
0.3,PT6H,2024-12-18T00:00:00.000Z
0.0,PT18H,2024-12-19T00:00:00.000Z
0.0,PT6H,2024-12-19T00:00:00.000Z
0.0,PT18H,2024-12-20T00:00:00.000Z
0.0,PT6H,2024-12-20T00:00:00.000Z
1.1,PT18H,2024-12-21T00:00:00.000Z
0.3,PT6H,2024-12-21T00:00:00.000Z
0.6,PT18H,2024-12-22T00:00:00.000Z
1.4,PT6H,2024-12-22T00:00:00.000Z
0.0,PT18H,2024-12-23T00:00:00.000Z
0.0,PT6H,2024-12-23T00:00:00.000Z
0.3,PT18H,2024-12-24T00:00:00.000Z
0.0,PT6H,2024-12-24T00:00:00.000Z
7.5,PT18H,2024-12-25T00:00:00.000Z
1.1,PT6H,2024-12-25T00:00:00.000Z
8.6,PT18H,2024-12-26T00:00:00.000Z
9.5,PT6H,2024-12-26T00:00:00.000Z
17.7,PT18H,2024-12-27T00:00:00.000Z
17.1,PT6H,2024-12-27T00:00:00.000Z
7.6,PT18H,2024-12-28T00:00:00.000Z
9.6,PT6H,2024-12-28T00:00:00.000Z
2.0,PT18H,2024-12-29T00:00:00.000Z
4.5,PT6H,2024-12-29T00:00:00.000Z
17.0,PT18H,2024-12-30T00:00:00.000Z
7.1,PT6H,2024-12-30T00:00:00.000Z
4.2,PT18H,2024-12-31T00:00:00.000Z
14.9,PT6H,2024-12-31T00:00:00.000Z
