,verdi,tidsforskyvning,referansetid
986,2.5,PT0H,2024-05-07T00:00:00.000Z
987,1.4,PT6H,2024-05-07T00:00:00.000Z
988,4.1,PT0H,2024-05-08T00:00:00.000Z
989,2.7,PT6H,2024-05-08T00:00:00.000Z
990,4.3,PT0H,2024-05-09T00:00:00.000Z
991,5.0,PT6H,2024-05-09T00:00:00.000Z
992,2.8,PT0H,2024-05-10T00:00:00.000Z
993,3.7,PT6H,2024-05-10T00:00:00.000Z
994,4.8,PT0H,2024-05-11T00:00:00.000Z
995,3.3,PT6H,2024-05-11T00:00:00.000Z
996,5.8,PT0H,2024-05-12T00:00:00.000Z
997,4.9,PT6H,2024-05-12T00:00:00.000Z
998,8.1,PT0H,2024-05-13T00:00:00.000Z
999,6.6,PT6H,2024-05-13T00:00:00.000Z
1000,11.4,PT0H,2024-05-14T00:00:00.000Z
1001,8.9,PT6H,2024-05-14T00:00:00.000Z
1002,6.5,PT0H,2024-05-15T00:00:00.000Z
1003,10.7,PT6H,2024-05-15T00:00:00.000Z
1004,6.9,PT0H,2024-05-16T00:00:00.000Z
1005,5.9,PT6H,2024-05-16T00:00:00.000Z
1006,13.4,PT0H,2024-05-17T00:00:00.000Z
1007,7.0,PT6H,2024-05-17T00:00:00.000Z
1008,6.8,PT0H,2024-05-18T00:00:00.000Z
1009,14.3,PT6H,2024-05-18T00:00:00.000Z
1010,2.3,PT0H,2024-05-19T00:00:00.000Z
1011,5.0,PT6H,2024-05-19T00:00:00.000Z
1012,0.5,PT0H,2024-05-20T00:00:00.000Z
1013,1.3,PT6H,2024-05-20T00:00:00.000Z
1014,2.6,PT0H,2024-05-21T00:00:00.000Z
1015,0.7,PT6H,2024-05-21T00:00:00.000Z
1016,7.3,PT0H,2024-05-22T00:00:00.000Z
1017,3.4,PT6H,2024-05-22T00:00:00.000Z
1018,12.8,PT0H,2024-05-23T00:00:00.000Z
1019,9.0,PT6H,2024-05-23T00:00:00.000Z
1020,5.8,PT0H,2024-05-24T00:00:00.000Z
1021,12.0,PT6H,2024-05-24T00:00:00.000Z
1022,6.5,PT0H,2024-05-25T00:00:00.000Z
1023,5.0,PT6H,2024-05-25T00:00:00.000Z
1024,12.5,PT0H,2024-05-26T00:00:00.000Z
1025,7.9,PT6H,2024-05-26T00:00:00.000Z
1026,10.5,PT0H,2024-05-27T00:00:00.000Z
1027,12.7,PT6H,2024-05-27T00:00:00.000Z
1028,15.6,PT0H,2024-05-28T00:00:00.000Z
1029,10.9,PT6H,2024-05-28T00:00:00.000Z
1030,15.3,PT0H,2024-05-29T00:00:00.000Z
1031,16.3,PT6H,2024-05-29T00:00:00.000Z
1032,16.2,PT0H,2024-05-30T00:00:00.000Z
1033,15.7,PT6H,2024-05-30T00:00:00.000Z
1034,12.1,PT0H,2024-05-31T00:00:00.000Z
1035,15.3,PT6H,2024-05-31T00:00:00.000Z
1036,9.2,PT0H,2024-06-01T00:00:00.000Z
1037,11.3,PT6H,2024-06-01T00:00:00.000Z
1038,11.3,PT0H,2024-06-02T00:00:00.000Z
1039,9.6,PT6H,2024-06-02T00:00:00.000Z
1040,12.0,PT0H,2024-06-03T00:00:00.000Z
1041,11.5,PT6H,2024-06-03T00:00:00.000Z
1042,10.6,PT0H,2024-06-04T00:00:00.000Z
1043,11.2,PT6H,2024-06-04T00:00:00.000Z
1044,17.3,PT0H,2024-06-05T00:00:00.000Z
1045,11.7,PT6H,2024-06-05T00:00:00.000Z
1046,15.0,PT0H,2024-06-06T00:00:00.000Z
1047,19.0,PT6H,2024-06-06T00:00:00.000Z
1048,10.4,PT0H,2024-06-07T00:00:00.000Z
1049,13.1,PT6H,2024-06-07T00:00:00.000Z
1050,8.4,PT0H,2024-06-08T00:00:00.000Z
1051,9.6,PT6H,2024-06-08T00:00:00.000Z
1052,13.0,PT0H,2024-06-09T00:00:00.000Z
1053,8.6,PT6H,2024-06-09T00:00:00.000Z
1054,14.6,PT0H,2024-06-10T00:00:00.000Z
1055,13.5,PT6H,2024-06-10T00:00:00.000Z
1056,12.4,PT0H,2024-06-11T00:00:00.000Z
1057,15.2,PT6H,2024-06-11T00:00:00.000Z
1058,9.8,PT0H,2024-06-12T00:00:00.000Z
1059,11.6,PT6H,2024-06-12T00:00:00.000Z
1060,10.5,PT0H,2024-06-13T00:00:00.000Z
1061,9.3,PT6H,2024-06-13T00:00:00.000Z
1062,10.2,PT0H,2024-06-14T00:00:00.000Z
1063,10.5,PT6H,2024-06-14T00:00:00.000Z
1064,11.5,PT0H,2024-06-15T00:00:00.000Z
1065,10.3,PT6H,2024-06-15T00:00:00.000Z
1066,11.5,PT0H,2024-06-16T00:00:00.000Z
1067,11.4,PT6H,2024-06-16T00:00:00.000Z
1068,17.0,PT0H,2024-06-17T00:00:00.000Z
1069,13.3,PT6H,2024-06-17T00:00:00.000Z
1070,16.1,PT0H,2024-06-18T00:00:00.000Z
1071,17.1,PT6H,2024-06-18T00:00:00.000Z
1072,12.6,PT0H,2024-06-19T00:00:00.000Z
1073,16.0,PT6H,2024-06-19T00:00:00.000Z
1074,10.0,PT0H,2024-06-20T00:00:00.000Z
1075,10.9,PT6H,2024-06-20T00:00:00.000Z
1076,10.2,PT0H,2024-06-21T00:00:00.000Z
1077,10.4,PT6H,2024-06-21T00:00:00.000Z
1078,12.0,PT0H,2024-06-22T00:00:00.000Z
1079,10.1,PT6H,2024-06-22T00:00:00.000Z
1080,15.5,PT0H,2024-06-23T00:00:00.000Z
1081,12.8,PT6H,2024-06-23T00:00:00.000Z
1082,11.8,PT0H,2024-06-24T00:00:00.000Z
1083,15.5,PT6H,2024-06-24T00:00:00.000Z
1084,11.4,PT0H,2024-06-25T00:00:00.000Z
1085,11.4,PT6H,2024-06-25T00:00:00.000Z
1086,11.3,PT0H,2024-06-26T00:00:00.000Z
1087,11.1,PT6H,2024-06-26T00:00:00.000Z
1088,12.1,PT0H,2024-06-27T00:00:00.000Z
1089,11.4,PT6H,2024-06-27T00:00:00.000Z
1090,14.3,PT0H,2024-06-28T00:00:00.000Z
1091,12.0,PT6H,2024-06-28T00:00:00.000Z
1092,15.8,PT0H,2024-06-29T00:00:00.000Z
1093,15.3,PT6H,2024-06-29T00:00:00.000Z
1094,13.7,PT0H,2024-06-30T00:00:00.000Z
1095,15.6,PT6H,2024-06-30T00:00:00.000Z
1096,15.1,PT0H,2024-07-01T00:00:00.000Z
1097,13.3,PT6H,2024-07-01T00:00:00.000Z
1098,10.9,PT0H,2024-07-02T00:00:00.000Z
1099,15.1,PT6H,2024-07-02T00:00:00.000Z
1100,9.9,PT0H,2024-07-03T00:00:00.000Z
1101,9.9,PT6H,2024-07-03T00:00:00.000Z
1102,12.7,PT0H,2024-07-04T00:00:00.000Z
1103,10.2,PT6H,2024-07-04T00:00:00.000Z
1104,15.9,PT0H,2024-07-05T00:00:00.000Z
1105,13.3,PT6H,2024-07-05T00:00:00.000Z
1106,13.6,PT0H,2024-07-06T00:00:00.000Z
1107,16.6,PT6H,2024-07-06T00:00:00.000Z
1108,12.1,PT0H,2024-07-07T00:00:00.000Z
1109,12.5,PT6H,2024-07-07T00:00:00.000Z
1110,10.3,PT0H,2024-07-08T00:00:00.000Z
1111,11.9,PT6H,2024-07-08T00:00:00.000Z
1112,9.8,PT0H,2024-07-09T00:00:00.000Z
1113,10.1,PT6H,2024-07-09T00:00:00.000Z
1114,11.3,PT0H,2024-07-10T00:00:00.000Z
1115,10.1,PT6H,2024-07-10T00:00:00.000Z
1116,12.6,PT0H,2024-07-11T00:00:00.000Z
1117,11.2,PT6H,2024-07-11T00:00:00.000Z
1118,11.9,PT0H,2024-07-12T00:00:00.000Z
1119,13.5,PT6H,2024-07-12T00:00:00.000Z
1120,12.6,PT0H,2024-07-13T00:00:00.000Z
1121,11.5,PT6H,2024-07-13T00:00:00.000Z
1122,13.8,PT0H,2024-07-14T00:00:00.000Z
1123,12.7,PT6H,2024-07-14T00:00:00.000Z
1124,13.3,PT0H,2024-07-15T00:00:00.000Z
1125,13.6,PT6H,2024-07-15T00:00:00.000Z
1126,13.5,PT0H,2024-07-16T00:00:00.000Z
1127,13.1,PT6H,2024-07-16T00:00:00.000Z
1128,14.0,PT0H,2024-07-17T00:00:00.000Z
1129,14.0,PT6H,2024-07-17T00:00:00.000Z
1130,17.4,PT0H,2024-07-18T00:00:00.000Z
1131,14.2,PT6H,2024-07-18T00:00:00.000Z
1132,15.9,PT0H,2024-07-19T00:00:00.000Z
1133,18.2,PT6H,2024-07-19T00:00:00.000Z
1134,14.9,PT0H,2024-07-20T00:00:00.000Z
1135,15.2,PT6H,2024-07-20T00:00:00.000Z
1136,19.0,PT0H,2024-07-21T00:00:00.000Z
1137,15.2,PT6H,2024-07-21T00:00:00.000Z
1138,21.6,PT0H,2024-07-22T00:00:00.000Z
1139,20.3,PT6H,2024-07-22T00:00:00.000Z
1140,19.3,PT0H,2024-07-23T00:00:00.000Z
1141,21.3,PT6H,2024-07-23T00:00:00.000Z
1142,12.5,PT0H,2024-07-24T00:00:00.000Z
1143,17.8,PT6H,2024-07-24T00:00:00.000Z
1144,14.3,PT0H,2024-07-25T00:00:00.000Z
1145,12.3,PT6H,2024-07-25T00:00:00.000Z
1146,18.3,PT0H,2024-07-26T00:00:00.000Z
1147,15.1,PT6H,2024-07-26T00:00:00.000Z
1148,18.9,PT0H,2024-07-27T00:00:00.000Z
1149,18.9,PT6H,2024-07-27T00:00:00.000Z
1150,13.3,PT0H,2024-07-28T00:00:00.000Z
1151,18.2,PT6H,2024-07-28T00:00:00.000Z
1152,14.3,PT0H,2024-07-29T00:00:00.000Z
1153,12.6,PT6H,2024-07-29T00:00:00.000Z
1154,13.5,PT0H,2024-07-30T00:00:00.000Z
1155,13.9,PT6H,2024-07-30T00:00:00.000Z
1156,16.7,PT0H,2024-07-31T00:00:00.000Z
1157,14.1,PT6H,2024-07-31T00:00:00.000Z
1158,15.0,PT0H,2024-08-01T00:00:00.000Z
1159,17.3,PT6H,2024-08-01T00:00:00.000Z
1160,14.5,PT0H,2024-08-02T00:00:00.000Z
1161,14.6,PT6H,2024-08-02T00:00:00.000Z
1162,16.8,PT0H,2024-08-03T00:00:00.000Z
1163,13.6,PT6H,2024-08-03T00:00:00.000Z
1164,19.8,PT0H,2024-08-04T00:00:00.000Z
1165,18.5,PT6H,2024-08-04T00:00:00.000Z
1166,19.8,PT0H,2024-08-05T00:00:00.000Z
1167,19.7,PT6H,2024-08-05T00:00:00.000Z
1168,19.6,PT0H,2024-08-06T00:00:00.000Z
1169,19.6,PT6H,2024-08-06T00:00:00.000Z
1170,20.6,PT0H,2024-08-07T00:00:00.000Z
1171,19.6,PT6H,2024-08-07T00:00:00.000Z
1172,20.9,PT0H,2024-08-08T00:00:00.000Z
1173,21.6,PT6H,2024-08-08T00:00:00.000Z
1174,16.7,PT0H,2024-08-09T00:00:00.000Z
1175,20.8,PT6H,2024-08-09T00:00:00.000Z
1176,18.3,PT0H,2024-08-10T00:00:00.000Z
1177,16.0,PT6H,2024-08-10T00:00:00.000Z
1178,18.8,PT0H,2024-08-11T00:00:00.000Z
1179,18.7,PT6H,2024-08-11T00:00:00.000Z
1180,16.2,PT0H,2024-08-12T00:00:00.000Z
1181,18.3,PT6H,2024-08-12T00:00:00.000Z
1182,16.6,PT0H,2024-08-13T00:00:00.000Z
1183,15.9,PT6H,2024-08-13T00:00:00.000Z
1184,20.0,PT0H,2024-08-14T00:00:00.000Z
1185,16.9,PT6H,2024-08-14T00:00:00.000Z
1186,15.7,PT0H,2024-08-15T00:00:00.000Z
1187,20.3,PT6H,2024-08-15T00:00:00.000Z
1188,14.5,PT0H,2024-08-16T00:00:00.000Z
1189,15.1,PT6H,2024-08-16T00:00:00.000Z
1190,14.8,PT0H,2024-08-17T00:00:00.000Z
1191,14.0,PT6H,2024-08-17T00:00:00.000Z
1192,15.1,PT0H,2024-08-18T00:00:00.000Z
1193,14.7,PT6H,2024-08-18T00:00:00.000Z
1194,11.2,PT0H,2024-08-19T00:00:00.000Z
1195,15.0,PT6H,2024-08-19T00:00:00.000Z
1196,14.5,PT0H,2024-08-20T00:00:00.000Z
1197,11.1,PT6H,2024-08-20T00:00:00.000Z
1198,14.8,PT0H,2024-08-21T00:00:00.000Z
1199,15.1,PT6H,2024-08-21T00:00:00.000Z
1200,14.2,PT0H,2024-08-22T00:00:00.000Z
1201,14.0,PT6H,2024-08-22T00:00:00.000Z
1202,15.5,PT0H,2024-08-23T00:00:00.000Z
1203,15.5,PT6H,2024-08-23T00:00:00.000Z
1204,12.9,PT0H,2024-08-24T00:00:00.000Z
1205,14.9,PT6H,2024-08-24T00:00:00.000Z
1206,12.6,PT0H,2024-08-25T00:00:00.000Z
1207,12.5,PT6H,2024-08-25T00:00:00.000Z
1208,12.4,PT0H,2024-08-26T00:00:00.000Z
1209,12.9,PT6H,2024-08-26T00:00:00.000Z
1210,10.3,PT0H,2024-08-27T00:00:00.000Z
1211,11.9,PT6H,2024-08-27T00:00:00.000Z
1212,10.9,PT0H,2024-08-28T00:00:00.000Z
1213,10.1,PT6H,2024-08-28T00:00:00.000Z
1214,14.3,PT0H,2024-08-29T00:00:00.000Z
1215,11.6,PT6H,2024-08-29T00:00:00.000Z
1216,12.3,PT0H,2024-08-30T00:00:00.000Z
1217,14.5,PT6H,2024-08-30T00:00:00.000Z
1218,11.7,PT0H,2024-08-31T00:00:00.000Z
1219,11.6,PT6H,2024-08-31T00:00:00.000Z
1220,12.5,PT0H,2024-09-01T00:00:00.000Z
1221,12.1,PT6H,2024-09-01T00:00:00.000Z
1222,15.2,PT0H,2024-09-02T00:00:00.000Z
1223,11.8,PT6H,2024-09-02T00:00:00.000Z
1224,15.6,PT0H,2024-09-03T00:00:00.000Z
1225,16.2,PT6H,2024-09-03T00:00:00.000Z
1226,16.6,PT0H,2024-09-04T00:00:00.000Z
1227,16.2,PT6H,2024-09-04T00:00:00.000Z
1228,12.9,PT0H,2024-09-05T00:00:00.000Z
1229,16.1,PT6H,2024-09-05T00:00:00.000Z
1230,14.3,PT0H,2024-09-06T00:00:00.000Z
1231,12.7,PT6H,2024-09-06T00:00:00.000Z
1232,11.9,PT0H,2024-09-07T00:00:00.000Z
1233,14.6,PT6H,2024-09-07T00:00:00.000Z
1234,15.5,PT0H,2024-09-08T00:00:00.000Z
1235,11.7,PT6H,2024-09-08T00:00:00.000Z
1236,18.0,PT0H,2024-09-09T00:00:00.000Z
1237,15.7,PT6H,2024-09-09T00:00:00.000Z
1238,18.3,PT0H,2024-09-10T00:00:00.000Z
1239,19.5,PT6H,2024-09-10T00:00:00.000Z
1240,16.5,PT0H,2024-09-11T00:00:00.000Z
1241,17.8,PT6H,2024-09-11T00:00:00.000Z
1242,16.0,PT0H,2024-09-12T00:00:00.000Z
1243,15.8,PT6H,2024-09-12T00:00:00.000Z
1244,12.7,PT0H,2024-09-13T00:00:00.000Z
1245,15.4,PT6H,2024-09-13T00:00:00.000Z
1246,10.7,PT0H,2024-09-14T00:00:00.000Z
1247,12.0,PT6H,2024-09-14T00:00:00.000Z
1248,10.2,PT0H,2024-09-15T00:00:00.000Z
1249,10.4,PT6H,2024-09-15T00:00:00.000Z
1250,10.9,PT0H,2024-09-16T00:00:00.000Z
1251,9.9,PT6H,2024-09-16T00:00:00.000Z
1252,11.1,PT0H,2024-09-17T00:00:00.000Z
1253,12.0,PT6H,2024-09-17T00:00:00.000Z
1254,11.6,PT0H,2024-09-18T00:00:00.000Z
1255,10.8,PT6H,2024-09-18T00:00:00.000Z
1256,11.8,PT0H,2024-09-19T00:00:00.000Z
1257,12.9,PT6H,2024-09-19T00:00:00.000Z
1258,5.4,PT0H,2024-09-20T00:00:00.000Z
1259,9.2,PT6H,2024-09-20T00:00:00.000Z
1260,4.3,PT0H,2024-09-21T00:00:00.000Z
1261,4.6,PT6H,2024-09-21T00:00:00.000Z
1262,4.0,PT0H,2024-09-22T00:00:00.000Z
1263,4.6,PT6H,2024-09-22T00:00:00.000Z
1264,4.4,PT0H,2024-09-23T00:00:00.000Z
1265,3.1,PT6H,2024-09-23T00:00:00.000Z
1266,5.5,PT0H,2024-09-24T00:00:00.000Z
1267,5.6,PT6H,2024-09-24T00:00:00.000Z
1268,7.4,PT0H,2024-09-25T00:00:00.000Z
1269,6.2,PT6H,2024-09-25T00:00:00.000Z
1270,5.6,PT0H,2024-09-26T00:00:00.000Z
1271,7.0,PT6H,2024-09-26T00:00:00.000Z
1272,4.4,PT0H,2024-09-27T00:00:00.000Z
1273,5.3,PT6H,2024-09-27T00:00:00.000Z
1274,2.8,PT0H,2024-09-28T00:00:00.000Z
1275,3.5,PT6H,2024-09-28T00:00:00.000Z
1276,2.3,PT0H,2024-09-29T00:00:00.000Z
1277,2.6,PT6H,2024-09-29T00:00:00.000Z
1278,3.7,PT0H,2024-09-30T00:00:00.000Z
1279,2.7,PT6H,2024-09-30T00:00:00.000Z
1280,4.9,PT0H,2024-10-01T00:00:00.000Z
1281,5.6,PT6H,2024-10-01T00:00:00.000Z
1282,3.4,PT0H,2024-10-02T00:00:00.000Z
1283,3.3,PT6H,2024-10-02T00:00:00.000Z
1284,4.4,PT0H,2024-10-03T00:00:00.000Z
1285,4.0,PT6H,2024-10-03T00:00:00.000Z
1286,2.6,PT0H,2024-10-04T00:00:00.000Z
1287,3.6,PT6H,2024-10-04T00:00:00.000Z
1288,2.6,PT0H,2024-10-05T00:00:00.000Z
1289,2.8,PT6H,2024-10-05T00:00:00.000Z
1290,1.1,PT0H,2024-10-06T00:00:00.000Z
1291,1.9,PT6H,2024-10-06T00:00:00.000Z
1292,0.6,PT0H,2024-10-07T00:00:00.000Z
1293,1.2,PT6H,2024-10-07T00:00:00.000Z
1294,0.4,PT0H,2024-10-08T00:00:00.000Z
1295,-0.4,PT6H,2024-10-08T00:00:00.000Z
1296,5.8,PT0H,2024-10-09T00:00:00.000Z
1297,2.1,PT6H,2024-10-09T00:00:00.000Z
1298,5.1,PT0H,2024-10-10T00:00:00.000Z
1299,6.6,PT6H,2024-10-10T00:00:00.000Z
1300,2.9,PT0H,2024-10-11T00:00:00.000Z
1301,4.4,PT6H,2024-10-11T00:00:00.000Z
1302,5.1,PT0H,2024-10-12T00:00:00.000Z
1303,3.4,PT6H,2024-10-12T00:00:00.000Z
1304,6.6,PT0H,2024-10-13T00:00:00.000Z
1305,5.6,PT6H,2024-10-13T00:00:00.000Z
1306,5.4,PT0H,2024-10-14T00:00:00.000Z
1307,6.6,PT6H,2024-10-14T00:00:00.000Z
1308,3.4,PT0H,2024-10-15T00:00:00.000Z
1309,4.6,PT6H,2024-10-15T00:00:00.000Z
1310,5.4,PT0H,2024-10-16T00:00:00.000Z
1311,3.3,PT6H,2024-10-16T00:00:00.000Z
1312,9.6,PT0H,2024-10-17T00:00:00.000Z
1313,6.8,PT6H,2024-10-17T00:00:00.000Z
1314,11.1,PT0H,2024-10-18T00:00:00.000Z
1315,10.6,PT6H,2024-10-18T00:00:00.000Z
1316,9.5,PT0H,2024-10-19T00:00:00.000Z
1317,10.6,PT6H,2024-10-19T00:00:00.000Z
1318,6.7,PT0H,2024-10-20T00:00:00.000Z
1319,8.3,PT6H,2024-10-20T00:00:00.000Z
1320,7.7,PT0H,2024-10-21T00:00:00.000Z
1321,6.8,PT6H,2024-10-21T00:00:00.000Z
1322,7.9,PT0H,2024-10-22T00:00:00.000Z
1323,8.3,PT6H,2024-10-22T00:00:00.000Z
1324,5.5,PT0H,2024-10-23T00:00:00.000Z
1325,7.3,PT6H,2024-10-23T00:00:00.000Z
1326,6.2,PT0H,2024-10-24T00:00:00.000Z
1327,5.2,PT6H,2024-10-24T00:00:00.000Z
1328,7.8,PT0H,2024-10-25T00:00:00.000Z
1329,7.6,PT6H,2024-10-25T00:00:00.000Z
1330,4.8,PT0H,2024-10-26T00:00:00.000Z
1331,5.9,PT6H,2024-10-26T00:00:00.000Z
1332,6.4,PT0H,2024-10-27T00:00:00.000Z
1333,5.9,PT6H,2024-10-27T00:00:00.000Z
1334,2.9,PT0H,2024-10-28T00:00:00.000Z
1335,5.9,PT6H,2024-10-28T00:00:00.000Z
1336,1.2,PT0H,2024-10-29T00:00:00.000Z
1337,1.5,PT6H,2024-10-29T00:00:00.000Z
1338,0.1,PT0H,2024-10-30T00:00:00.000Z
1339,1.3,PT6H,2024-10-30T00:00:00.000Z
1340,-1.3,PT0H,2024-10-31T00:00:00.000Z
1341,-0.6,PT6H,2024-10-31T00:00:00.000Z
1342,-1.9,PT0H,2024-11-01T00:00:00.000Z
1343,-1.5,PT6H,2024-11-01T00:00:00.000Z
1344,-0.8,PT0H,2024-11-02T00:00:00.000Z
1345,-1.6,PT6H,2024-11-02T00:00:00.000Z
1346,-0.4,PT0H,2024-11-03T00:00:00.000Z
1347,-0.8,PT6H,2024-11-03T00:00:00.000Z
1348,1.3,PT0H,2024-11-04T00:00:00.000Z
1349,-0.1,PT6H,2024-11-04T00:00:00.000Z
1350,3.7,PT0H,2024-11-05T00:00:00.000Z
1351,1.8,PT6H,2024-11-05T00:00:00.000Z
1352,4.8,PT0H,2024-11-06T00:00:00.000Z
1353,4.3,PT6H,2024-11-06T00:00:00.000Z
1354,7.5,PT0H,2024-11-07T00:00:00.000Z
1355,5.5,PT6H,2024-11-07T00:00:00.000Z
1356,9.1,PT0H,2024-11-08T00:00:00.000Z
1357,8.7,PT6H,2024-11-08T00:00:00.000Z
1358,3.2,PT0H,2024-11-09T00:00:00.000Z
1359,6.9,PT6H,2024-11-09T00:00:00.000Z
1360,4.7,PT0H,2024-11-10T00:00:00.000Z
1361,3.5,PT6H,2024-11-10T00:00:00.000Z
1362,3.3,PT0H,2024-11-11T00:00:00.000Z
1363,4.4,PT6H,2024-11-11T00:00:00.000Z
1364,6.0,PT0H,2024-11-12T00:00:00.000Z
1365,3.6,PT6H,2024-11-12T00:00:00.000Z
1366,5.4,PT0H,2024-11-13T00:00:00.000Z
1367,7.4,PT6H,2024-11-13T00:00:00.000Z
1368,2.2,PT0H,2024-11-14T00:00:00.000Z
1369,3.2,PT6H,2024-11-14T00:00:00.000Z
1370,0.8,PT0H,2024-11-15T00:00:00.000Z
1371,1.9,PT6H,2024-11-15T00:00:00.000Z
1372,2.0,PT0H,2024-11-16T00:00:00.000Z
1373,1.0,PT6H,2024-11-16T00:00:00.000Z
1374,2.9,PT0H,2024-11-17T00:00:00.000Z
1375,2.5,PT6H,2024-11-17T00:00:00.000Z
1376,0.1,PT0H,2024-11-18T00:00:00.000Z
1377,2.0,PT6H,2024-11-18T00:00:00.000Z
1378,-0.6,PT0H,2024-11-19T00:00:00.000Z
1379,-0.3,PT6H,2024-11-19T00:00:00.000Z
1380,-4.7,PT0H,2024-11-20T00:00:00.000Z
1381,-1.0,PT6H,2024-11-20T00:00:00.000Z
1382,-5.8,PT0H,2024-11-21T00:00:00.000Z
1383,-6.3,PT6H,2024-11-21T00:00:00.000Z
1384,-0.8,PT0H,2024-11-22T00:00:00.000Z
1385,-4.0,PT6H,2024-11-22T00:00:00.000Z
1386,0.8,PT0H,2024-11-23T00:00:00.000Z
1387,-0.5,PT6H,2024-11-23T00:00:00.000Z
1388,0.0,PT0H,2024-11-24T00:00:00.000Z
1389,0.9,PT6H,2024-11-24T00:00:00.000Z
1390,-1.1,PT0H,2024-11-25T00:00:00.000Z
1391,-0.4,PT6H,2024-11-25T00:00:00.000Z
1392,-2.0,PT0H,2024-11-26T00:00:00.000Z
1393,-1.3,PT6H,2024-11-26T00:00:00.000Z
1394,1.0,PT0H,2024-11-27T00:00:00.000Z
1395,-1.4,PT6H,2024-11-27T00:00:00.000Z
1396,3.2,PT0H,2024-11-28T00:00:00.000Z
1397,1.7,PT6H,2024-11-28T00:00:00.000Z
1398,-1.4,PT0H,2024-11-29T00:00:00.000Z
1399,2.4,PT6H,2024-11-29T00:00:00.000Z
1400,-3.0,PT0H,2024-11-30T00:00:00.000Z
1401,-2.2,PT6H,2024-11-30T00:00:00.000Z
1402,-3.6,PT0H,2024-12-01T00:00:00.000Z
1403,-3.1,PT6H,2024-12-01T00:00:00.000Z
1404,-3.0,PT0H,2024-12-02T00:00:00.000Z
1405,-3.7,PT6H,2024-12-02T00:00:00.000Z
1406,-3.1,PT0H,2024-12-03T00:00:00.000Z
1407,-2.8,PT6H,2024-12-03T00:00:00.000Z
1408,-1.3,PT0H,2024-12-04T00:00:00.000Z
1409,-2.8,PT6H,2024-12-04T00:00:00.000Z
1410,-1.1,PT0H,2024-12-05T00:00:00.000Z
1411,-1.2,PT6H,2024-12-05T00:00:00.000Z
1412,-0.1,PT0H,2024-12-06T00:00:00.000Z
1413,-1.3,PT6H,2024-12-06T00:00:00.000Z
1414,2.7,PT0H,2024-12-07T00:00:00.000Z
1415,1.2,PT6H,2024-12-07T00:00:00.000Z
1416,1.9,PT0H,2024-12-08T00:00:00.000Z
1417,3.1,PT6H,2024-12-08T00:00:00.000Z
1418,2.6,PT0H,2024-12-09T00:00:00.000Z
1419,1.1,PT6H,2024-12-09T00:00:00.000Z
1420,2.3,PT0H,2024-12-10T00:00:00.000Z
1421,3.6,PT6H,2024-12-10T00:00:00.000Z
1422,-2.1,PT0H,2024-12-11T00:00:00.000Z
1423,0.8,PT6H,2024-12-11T00:00:00.000Z
1424,-4.0,PT0H,2024-12-12T00:00:00.000Z
1425,-3.0,PT6H,2024-12-12T00:00:00.000Z
1426,-6.6,PT0H,2024-12-13T00:00:00.000Z
1427,-4.4,PT6H,2024-12-13T00:00:00.000Z
1428,-5.3,PT0H,2024-12-14T00:00:00.000Z
1429,-6.9,PT6H,2024-12-14T00:00:00.000Z
1430,-4.7,PT0H,2024-12-15T00:00:00.000Z
1431,-4.7,PT6H,2024-12-15T00:00:00.000Z
1432,-5.7,PT0H,2024-12-16T00:00:00.000Z
1433,-5.1,PT6H,2024-12-16T00:00:00.000Z
1434,-5.3,PT0H,2024-12-17T00:00:00.000Z
1435,-5.5,PT6H,2024-12-17T00:00:00.000Z
1436,-8.2,PT0H,2024-12-18T00:00:00.000Z
1437,-6.0,PT6H,2024-12-18T00:00:00.000Z
1438,-6.2,PT0H,2024-12-19T00:00:00.000Z
1439,-8.6,PT6H,2024-12-19T00:00:00.000Z
1440,-4.8,PT0H,2024-12-20T00:00:00.000Z
1441,-5.2,PT6H,2024-12-20T00:00:00.000Z
1442,-4.0,PT0H,2024-12-21T00:00:00.000Z
1443,-4.5,PT6H,2024-12-21T00:00:00.000Z
1444,-3.6,PT0H,2024-12-22T00:00:00.000Z
1445,-3.9,PT6H,2024-12-22T00:00:00.000Z
1446,-4.0,PT0H,2024-12-23T00:00:00.000Z
1447,-2.8,PT6H,2024-12-23T00:00:00.000Z
1448,-2.0,PT0H,2024-12-24T00:00:00.000Z
1449,-4.7,PT6H,2024-12-24T00:00:00.000Z
1450,2.7,PT0H,2024-12-25T00:00:00.000Z
1451,-0.4,PT6H,2024-12-25T00:00:00.000Z
1452,1.9,PT0H,2024-12-26T00:00:00.000Z
1453,3.1,PT6H,2024-12-26T00:00:00.000Z
1454,1.0,PT0H,2024-12-27T00:00:00.000Z
1455,1.2,PT6H,2024-12-27T00:00:00.000Z
1456,2.4,PT0H,2024-12-28T00:00:00.000Z
1457,1.1,PT6H,2024-12-28T00:00:00.000Z
1458,1.7,PT0H,2024-12-29T00:00:00.000Z
1459,2.8,PT6H,2024-12-29T00:00:00.000Z
1460,0.2,PT0H,2024-12-30T00:00:00.000Z
1461,1.0,PT6H,2024-12-30T00:00:00.000Z
1462,-1.3,PT0H,2024-12-31T00:00:00.000Z
1463,0.1,PT6H,2024-12-31T00:00:00.000Z
